"severity","dimension","code","name","stage","detail"
"debt","deepVerification.notApproved","3071","ストリーム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3075","銚子丸","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3076","あい ホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3077","ホリイフードサービス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3079","ディーブイエックス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3080","ジェーソン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3082","きちりホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3083","スターシーズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3086","J.フロント リテイリング","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3087","ドトール・日レスホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3088","マツキヨココカラ＆カンパニー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3089","テクノアルファ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3091","ブロンコビリー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3092","ZOZO","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3093","トレジャー・ファクトリー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3096","オーシャンシステム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3097","物語コーポレーション","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3099","三越伊勢丹ホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3101","東洋紡","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3103","ユニチカ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3104","富士紡ホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3105","日清紡ホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3106","倉敷紡績","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3107","ダイワボウホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3109","シキボウ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3110","日東紡績","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3111","オーミケンシ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3113","ＵＮＩＶＡ・Ｏａｋホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3116","トヨタ紡織","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3121","マーチャント・バンカーズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3123","サイボー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3131","シンデン・ハイテックス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3132","マクニカホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3133","海帆","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3134","Ｈａｍｅｅ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3135","マーケットエンタープライズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3137","ファンデリー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3138","富士山マガジンサービス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3139","ラクト・ジャパン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3140","ＢＲＵＮＯ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3143","オーウイル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3148","クリエイトＳＤホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3150","グリムス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3151","バイタルケーエスケー・ホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3153","八洲電機","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3154","メディアスホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3156","レスター","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3157","ジオリーブグループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3159","丸善ＣＨＩホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3160","大光","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3161","アゼアス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3166","ＯＣＨＩホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3167","ＴＯＫＡＩホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3168","ＭＥＲＦ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3169","ミサワ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3172","ティーライフ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3173","Ｃｏｍｉｎｉｘ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3174","ハピネス・アンド・ディ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3175","エー・ピーホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3176","三洋貿易","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3177","ありがとうサービス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3178","チムニー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3179","シュッピン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3180","ビューティガレージ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3181","買取王国","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3182","オイシックス・ラ・大地","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3183","ウイン・パートナーズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3184","ＩＣＤＡホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3185","夢展望","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3186","ネクステージ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3187","ミラタップ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3189","ＡＮＡＰホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3190","ホットマン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3191","ジョイフル本田","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3192","白鳩","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3193","エターナルホスピタリティグループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3195","ジェネレーションパス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3196","ホットランドホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3197","すかいらーくホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3199","綿半ホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","319A","技術承継機構","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3201","日本毛織","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3202","ダイトウボウ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3204","トーア紡コーポレーション","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3205","ダイドーリミテッド","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3221","ヨシックスホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3222","ユナイテッド・スーパーマーケット・ホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3223","エスエルディー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3224","ゼネラル・オイスター","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3231","野村不動産ホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3232","三重交通グループホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3236","プロパスト","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3237","イントランス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3238","セントラル総合開発","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","323A","フライヤー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3241","ウィル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3242","アーバネットコーポレーション","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3245","ディア・ライフ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3246","コーセーアールイー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3248","アールエイジ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","324A","ブッキングリゾート","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3252","地主","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","325A","ＴＥＮＴＩＡＬ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3261","グランディーズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3266","ファンドクリエーショングループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3267","フィル・カンパニー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3271","ＴＨＥグローバル社","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3276","ＪＰＭＣ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3277","サンセイランディック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3280","エストラスト","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3284","フージャースホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3286","トラストホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3288","オープンハウスグループ","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3289","東急不動産ホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3291","飯田グループホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3293","アズマハウス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3297","東武住販","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3299","ムゲンエステート","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3300","アンビション　ＤＸ　ホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3302","帝国繊維","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3306","日本製麻","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","330A","ＴａｌｅｎｔＸ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3315","日本コークス工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3317","フライングガーデン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","331A","メディックス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3320","クロスプラス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3321","ミタチ産業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3323","レカム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3326","ランシステム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3329","東和フードサービス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","332A","ミーク","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3333","あさひ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3349","コスモス薬品","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","334A","ビジュアル・プロセッシング・ジャパン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3350","メタプラネット","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3352","バッファロー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3353","メディカル一光グループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3355","クリヤマホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3358","Ｔｒａｉｌｈｅａｄ Ｇｌｏｂａｌ Ｈｏｌｄｉｎｇｓ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3359","ｃｏｔｔａ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","335A","ミライロ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3360","シップヘルスケアホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3361","トーエル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","336A","ダイナミックマッププラットフォーム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3370","フジタコーポレーション","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3371","ソフトクリエイトホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3372","関門海","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3374","内外テック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3375","ＺＯＡ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3377","バイク王＆カンパニー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3382","セブン＆アイ・ホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3386","コスモ・バイオ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3387","クリエイト・レストランツ・ホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3388","明治電機工業","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","338A","ＺｅｎｍｕＴｅｃｈ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3391","ツルハホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3392","デリカフーズホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3393","スターティアホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3395","サンマルクホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3396","フェリシモ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3397","トリドールホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3399","丸千代山岡家","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","339A","プログレス・テクノロジーズ グループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3401","帝人","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3402","東レ","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3405","クラレ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3407","旭化成","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3409","北紡","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","340A","ジグザグ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3415","ＴＯＫＹＯ ＢＡＳＥ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3416","ピクスタ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3417","大木ヘルスケアホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3418","バルニバービ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","341A","トヨコー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3420","ケー・エフ・シー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3421","稲葉製作所","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3422","Ｊ－ＭＡＸ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3423","エスイー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3426","アトムリビンテック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3431","宮地エンジニアリンググループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3433","トーカロ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3434","アルファＣｏ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3435","サンコーテクノ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3436","ＳＵＭＣＯ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3437","特殊電極","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3439","三ツ知","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","343A","ＩＡＣＥトラベル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3440","日創グループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3441","山王","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3443","川田テクノロジーズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3444","菊池製作所","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3445","ＲＳ Ｔｅｃｈｎｏｌｏｇｉｅｓ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3446","ジェイテックコーポレーション","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3447","信和","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3449","テクノフレックス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3452","ビーロット","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3454","ファーストブラザーズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3457","Ａｎｄ Ｄｏホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3461","パルマ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3465","ケイアイスター不動産","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3467","アグレ都市デザイン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3469","デュアルタップ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3474","Ｇ－ＦＡＣＴＯＲＹ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3475","グッドコムアセット","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3477","フォーライフ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3479","ＴＫＰ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3480","ジェイ・エス・ビー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3482","ロードスターキャピタル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3484","イノベーションホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3486","グローバル・リンク・マネジメント","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3489","フェイスネットワーク","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3490","アズ企画設計","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3491","GA technologies","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3494","マリオン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3495","香陵住販","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3496","アズーム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3498","霞ヶ関キャピタル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3501","ＳＵＭＩＮＯＥ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","350A","デジタルグリッド","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3512","日本フエルト","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3513","イチカワ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3521","テルマー湯ホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3524","日東製網","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3529","アツギ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","352A","ＬＯＩＶＥ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3536","アクサスホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3537","昭栄薬品","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3538","ウイルプラスホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3539","ＪＭホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3542","ベガコーポレーション","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3543","コメダホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3544","サツドラホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3547","ユニシアホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3548","バロックジャパンリミテッド","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3549","クスリのアオキホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3550","スタジオアタオ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3551","ダイニック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3553","共和レザー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3556","リネットジャパングループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3557","ユナイテッド＆コレクティブ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3558","ジェイドグループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3559","ピーバンドットコム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3560","ほぼ日","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3561","力の源ホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3562","Ｎｏ．１","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3563","ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3565","アセンテック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3566","ユニフォームネクスト","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3569","セーレン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3571","ソトー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3577","東海染工","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3580","小松マテーレ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3583","オーベクス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3591","ワコールホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3597","自重堂","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3598","山喜","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3600","フジックス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3607","クラウディアホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3608","ＴＳＩホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3611","マツオカコーポレーション","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3612","ワールド","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3622","ネットイヤーグループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3623","ビリングシステム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3624","アクセルマーク","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3625","テックファームホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3626","ＴＩＳ","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3627","テクミラホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3628","データホライゾン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3632","グリーホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3633","ＧＭＯペパボ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3634","ソケッツ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3635","コーエーテクモホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3636","三菱総合研究所","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3639","ボルテージ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3640","電算","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3641","パピレス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3645","メディカルネット","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3646","駅探","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3647","アスリナ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3648","ＡＧＳ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3649","ファインデックス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3652","ディジタルメディアプロフェッショナル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3653","モルフォ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3656","ＫＬａｂ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3657","ポールトゥウィンホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3659","ネクソン","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","365A","伊澤タオル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3660","アイスタイル","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3661","エムアップホールディングス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3662","エイチームホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3663","セルシス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3664","ＷＩＺＥ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3665","エニグモ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3667","ｅｎｉｓｈ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3668","コロプラ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","366A","ウェルネス・コミュニケーションズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3670","協立情報通信","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3671","ソフトマックス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3672","オルトプラス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3673","ブロードリーフ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3674","オークファン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3675","クロス・マーケティンググループ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3676","デジタルハーツホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3678","メディアドゥ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3679","じげん","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","367A","プリモグローバルホールディングス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3680","ホットリンク","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3682","エンカレッジ・テクノロジ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3683","サイバーリンクス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3686","ディー・エル・イー","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3687","フィックスターズ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","368A","北里コーポレーション","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3690","イルグルム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3691","デジタルプラス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3692","ＦＦＲＩセキュリティ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3694","オプティム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3695","ＧＭＯプロダクトプラットフォーム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3696","セレス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3697","ＳＨＩＦＴ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3698","ＣＲＩ・ミドルウェア","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","369A","エータイ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3708","特種東海製紙","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3710","ジョルダン","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3712","情報企画","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3719","ＡＩストーム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3723","日本ファルコム","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3726","フォーシーズＨＤ","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3727","アプリックス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","372A","レント","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3733","ソフトウェア・サービス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","373A","リップス","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3741","セック","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3744","サイオス","core","status=not_started, stars=3"
"debt","deepVerification.notApproved","3747","インタートレード","core","status=not_started, stars=2"
"debt","deepVerification.notApproved","3750","ＡＤＲ１２０Ｓ","core","status=not_started, stars=2"
