"code","name","market","industry","stage","deepVerified","provisionalCandidate","templateLike","formalPlan","financialStatementSource","administrativeDocument","pageEvidence","genericMetricFields","specificMetricFields","progressConnected","withinThreeYears","phaseScore","document","planPublishedDate","sourceUrl","templatePatternIds"
"1301","極洋","Prime","水産・農林業","core","false","true","false","true","false","false","3","0","3","true","true","149","中期経営計画 Gear Up Kyokuyo 2027/2026年3月期決算","2024-05-10","https://www.kyokuyo.co.jp/company/point/plan/index.html",""
"130A","Veritas In Silico","Growth","医薬品","core","false","true","true","true","false","false","5","2","0","true","true","110","事業計画及び成長可能性に関する説明資料","2026-02-12","https://www2.jpx.co.jp/disc/130A0/140120260212556443.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1332","ニッスイ","Prime","水産・農林業","core","false","true","false","true","false","false","3","0","4","true","true","161","中期経営計画 GOOD FOODS Recipe2/2026年3月期決算","2025-04-09","https://www.nissui.co.jp/ir/ir_library/qa/2025_mid-term/index.html",""
"1333","Umios","Prime","水産・農林業","core","false","true","true","true","false","false","5","5","0","true","true","104","新長期ビジョン及び中期経営計画の策定に関するお知らせ","2025-03-24","https://www2.jpx.co.jp/disc/13330/140120250324598645.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"135A","VRAIN Solution","Growth","情報・通信業","core","false","true","true","true","false","false","4","4","0","true","true","107","事業計画及び成長可能性に関する事項","2026-05-29","https://www2.jpx.co.jp/disc/135A0/140120260512524967.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1375","ユキグニファクトリー","Prime","水産・農林業","core","false","true","false","true","false","false","3","0","4","true","true","164","中期経営計画2030/2025年11月アップデート","2025-11-14","https://www.yukiguni-factory.co.jp/ir/middleplan/",""
"1376","カネコ種苗","Standard","水産・農林業","core","false","false","false","false","false","false","3","0","1","true","true","109","経営理念と戦略/2026年5月期~2028年5月期計画","2025-07-29","https://www.kanekoseeds.jp/finance/strategy.html",""
"1377","サカタのタネ","Prime","水産・農林業","core","false","true","false","true","false","false","3","0","2","true","true","156","長期経営計画 PASSION2035","2026-07-13","https://corporate.sakataseed.co.jp/news/2026/20260713.html",""
"1379","ホクト","Prime","水産・農林業","core","false","true","true","true","false","false","5","4","0","true","true","105","中期経営計画 (2025年3月期~2029年3月期)","2025-05-23","https://www2.jpx.co.jp/disc/13790/140120250522562336.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"137A","Cocolive","Growth","情報・通信業","core","false","true","true","true","false","false","3","4","0","true","true","99","事業計画及び成長可能性に関する事項","2025-08-29","https://www2.jpx.co.jp/disc/137A0/140120250828549132.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1380","秋川牧園","Standard","水産・農林業","core","false","true","true","true","false","false","3","3","0","true","true","91","中期経営計画の策定に関するお知らせ","2024-05-15","https://www2.jpx.co.jp/disc/13800/140120240513593590.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1381","アクシーズ","Standard","水産・農林業","core","false","false","true","false","true","false","5","4","0","true","true","31","2026年6月期 第3四半期決算短信〔日本基準〕(連結)","2026-04-30","https://www2.jpx.co.jp/disc/13810/140120260430514263.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1382","ホーブ","Standard","水産・農林業","core","false","false","true","false","true","false","4","3","0","true","true","27","2026年6月期第3四半期決算短信〔日本基準〕(連結)","2026-05-08","https://www2.jpx.co.jp/disc/13820/140120260409501033.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_primary_evidence_count|generic_jpx_summary"
"1383","ベルグアース","Standard","水産・農林業","core","false","true","true","true","false","false","3","4","0","true","true","88","2024-2028中期経営計画","2023-12-13","https://www2.jpx.co.jp/disc/13830/140120231213502588.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1384","ホクリヨウ","Standard","水産・農林業","core","false","false","true","false","true","false","3","5","0","true","true","23","2026年3月期 決算短信〔日本基準〕(非連結)","2026-05-15","https://www2.jpx.co.jp/disc/13840/140120260514534504.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"138A","光フードサービス","Growth","小売業","core","false","true","true","true","false","false","5","4","0","true","true","110","事業計画及び成長可能性に関する事項","2026-02-24","https://www2.jpx.co.jp/disc/138A0/140120260219565426.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1401","エムビーエス","Growth","建設業","core","false","true","true","true","false","false","3","3","0","true","true","99","事業計画及び成長可能性に関する事項","2025-08-29","https://www2.jpx.co.jp/disc/14010/140120250829549476.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1407","ウエストホールディングス","Standard","建設業","core","false","false","true","false","true","false","4","3","0","true","true","28","2026年8月期 第3四半期決算短信〔日本基準〕(連結)","2026-07-15","https://www2.jpx.co.jp/disc/14070/140120260715593815.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1414","ショーボンドホールディングス","Prime","建設業","core","false","true","false","true","false","false","3","0","3","true","true","150","中期経営計画2027","2024-08-09","https://www.sho-bondhd.jp/ir/library/plan/",""
"1417","ミライト・ワン","Prime","建設業","core","false","true","false","true","false","false","3","0","3","true","true","161","第5次中期経営計画 2022-2026/2026年度計画更新","2026-05-28","https://www.mirait-one.com/corporate/management/?imgsize=2",""
"1418","インターライフホールディングス","Standard","建設業","core","false","false","true","false","true","false","4","3","0","true","true","28","2027年2月期 第1四半期決算短信〔日本基準〕(連結)","2026-07-15","https://www2.jpx.co.jp/disc/14180/140120260714593097.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1419","タマホーム","Prime","建設業","core","false","true","false","true","false","false","3","0","1","true","true","150","中期経営計画 タマステップ2031/2026年5月期決算","2026-07-14","https://www.tamahome.jp/company/ir/release.html",""
"141A","トライアルホールディングス","Growth","小売業","core","false","true","true","true","false","false","4","5","0","true","true","106","中期経営計画(2027年6月期~2029年6月期)","2026-02-12","https://www2.jpx.co.jp/disc/141A0/140120260212555568.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1420","サンヨーホームズ","Standard","建設業","core","false","true","true","true","false","false","4","4","0","true","true","95","中期経営計画策定に関するお知らせ","2024-05-30","https://www2.jpx.co.jp/disc/14200/140120240529513240.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1429","日本アクア","Prime","建設業","core","false","true","true","true","false","false","2","0","0","true","true","92","「2024年12月期決算、中期経営計画、2025年12月期見通し」に関する社長対談動画を配信","2025-02-10","https://www2.jpx.co.jp/disc/14290/140120250210567512.pdf","generic_period|generic_topics_statement|generic_primary_evidence_count|generic_jpx_summary"
"142A","ジンジブ","Growth","サービス業","core","false","false","true","true","true","false","3","3","0","true","true","58","2026年3月期 通期 決算説明資料(事業計画及び成長可能性に関する事項)","2026-05-15","https://www2.jpx.co.jp/disc/142A0/140120260515538676.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1430","ファーストコーポレーション","Standard","建設業","core","false","true","true","true","false","false","5","5","0","true","true","100","中期経営計画策定に関するお知らせ","2024-07-22","https://www2.jpx.co.jp/disc/14300/140120240722552209.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1431","Lib Work","Growth","建設業","core","false","true","true","true","false","false","2","3","0","true","true","96","中期経営計画の業績目標修正に関するお知らせ","2025-11-12","https://www2.jpx.co.jp/disc/14310/140120251112598085.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1433","ベステラ","Prime","建設業","core","false","true","true","true","false","false","3","5","0","true","true","99","Leading the Future 中期経営計画2030","2025-09-09","https://www2.jpx.co.jp/disc/14330/140120250908554728.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1434","JESCOホールディングス","Standard","建設業","core","false","true","true","true","false","false","4","5","0","true","true","103","中期経営計画(2026/8期~2028/8期)策定のお知らせ","2025-08-19","https://www2.jpx.co.jp/disc/14340/140120250819544116.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1435","robot home","Standard","不動産業","core","false","true","true","true","false","false","2","2","0","true","true","98","中期経営計画2028の策定に関するお知らせ","2026-02-12","https://www2.jpx.co.jp/disc/14350/140120260211555115.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1436","グリーンエナジー&カンパニー","Growth","建設業","core","false","true","true","true","false","false","3","5","0","true","true","98","事業計画及び成長可能性に関する事項","2025-07-31","https://www2.jpx.co.jp/disc/14360/140120250729523117.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1438","岐阜造園","Standard","建設業","core","false","false","true","false","true","false","4","3","0","true","true","27","2026年9月期 第2四半期(中間期)決算短信〔日本基準〕(連結)","2026-05-15","https://www2.jpx.co.jp/disc/14380/140120260515538153.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"143A","イシン","Growth","サービス業","core","false","true","true","true","false","false","3","4","0","true","true","104","事業計画及び成長可能性に関する事項","2026-06-25","https://www2.jpx.co.jp/disc/143A0/140120260624579013.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1443","技研ホールディングス","Standard","建設業","core","false","false","true","false","true","false","4","4","0","true","true","27","2026年3月期 決算短信〔日本基準〕(連結)","2026-05-20","https://www2.jpx.co.jp/disc/14430/140120260518539693.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1444","ニッソウ","Growth","建設業","core","false","true","true","true","false","false","5","3","0","true","true","107","事業計画及び成長可能性に関する事項","2025-09-29","https://www2.jpx.co.jp/disc/14440/140120250929563808.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1446","キャンディル","Standard","建設業","core","false","false","true","false","true","false","5","4","0","true","false","8","2023年9月期 第2四半期 決算説明資料","2023-05-15","https://www2.jpx.co.jp/disc/14460/140120230512571328.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1447","SAAFホールディングス","Growth","建設業","core","false","true","true","true","false","false","6","5","0","true","true","112","事業計画及び成長可能性に関する事項_中期経営計画(MTG2028)","2026-06-30","https://www2.jpx.co.jp/disc/14470/140120260630585085.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1450","TANAKEN","Standard","建設業","core","false","true","true","true","false","false","5","4","0","true","true","111","中期経営計画策定に関するお知らせ","2026-05-08","https://www2.jpx.co.jp/disc/14500/140120260508520337.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"145A","L is B","Growth","情報・通信業","core","false","true","true","true","false","false","5","4","0","true","true","110","事業計画及び成長可能性に関する事項","2026-03-27","https://www2.jpx.co.jp/disc/145A0/140120260327591117.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"146A","コロンビア・ワークス","Standard","不動産業","core","false","false","true","true","true","false","4","2","0","true","true","58","2025年12月期第2四半期決算および中期経営計画説明会(書き起こし)","2025-08-22","https://www2.jpx.co.jp/disc/146A0/140120250822545860.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"147A","ソラコム","Growth","情報・通信業","core","false","false","false","false","true","false","0","0","3","true","true","69","2026年3月期 通期決算説明資料(中長期の成長目線)","2026-05-15","https://contents.xj-storage.jp/xcontents/AS05199/e545f158/84a9/4914/96da/26d8153c77e0/140120260514536008.pdf",""
"148A","ハッチ・ワーク","Growth","情報・通信業","core","false","true","true","true","false","false","5","5","0","true","true","110","事業計画及び成長可能性に関する説明資料","2026-03-26","https://www2.jpx.co.jp/disc/148A0/140120260326589451.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1491","中外鉱業","Standard","非鉄金属","core","false","false","true","false","true","false","4","5","0","true","true","27","2026年3月期決算短信〔日本基準〕(連結)","2026-05-15","https://www2.jpx.co.jp/disc/14910/140120260515537546.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"149A","シンカ","Growth","情報・通信業","core","false","false","true","true","true","false","3","4","0","true","true","57","2025年12月期 通期決算説明資料(事業計画及び成長可能性に関する事項)","2026-02-13","https://www2.jpx.co.jp/disc/149A0/140120260213560719.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"150A","JSH","Growth","サービス業","core","false","true","true","true","false","false","5","3","0","true","true","112","第11期連結業績予想修正と中期事業計画開示に関する説明資料(事業計画及び成長可能性に関する事項)","2026-07-15","https://www2.jpx.co.jp/disc/150A0/140120260710591578.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1514","住石ホールディングス","Standard","鉱業","core","false","true","true","true","false","false","3","4","0","true","true","97","中期経営計画の策定に関するお知らせ","2025-05-15","https://www2.jpx.co.jp/disc/15140/140120250515552661.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1515","日鉄鉱業","Prime","鉱業","core","false","true","true","true","false","false","4","5","0","true","true","95","2024年度~2026年度 第3次中期経営計画","2024-05-13","https://www2.jpx.co.jp/disc/15150/140120240513591729.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1518","三井松島ホールディングス","Prime","その他製品","core","false","true","true","true","false","false","4","3","0","true","true","107","中期経営計画策定に関するお知らせ","2026-05-13","https://www2.jpx.co.jp/disc/15180/140120260513529346.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"151A","ダイブ","Growth","サービス業","core","false","false","true","true","true","false","5","5","0","true","true","62","2025年6月期 通期決算説明資料(事業計画及び成長可能性に関する事項)","2025-08-08","https://www2.jpx.co.jp/disc/151A0/140120250808536155.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"153A","カウリス","Growth","情報・通信業","core","false","true","true","true","false","false","3","4","0","true","true","102","事業計画及び成長可能性に関する事項について","2026-03-30","https://www2.jpx.co.jp/disc/153A0/140120260330592362.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"155A","情報戦略テクノロジー","Growth","情報・通信業","core","false","true","true","true","false","false","4","4","0","true","true","106","事業計画及び成長可能性に関する事項","2026-03-25","https://www2.jpx.co.jp/disc/155A0/140120260325588223.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"156A","マテリアルグループ","Growth","サービス業","core","false","false","true","true","true","false","2","0","0","true","true","51","2025年8月期通期決算及び中期経営計画説明「ログミーFinance 書き起こし」公開のお知らせ","2025-10-27","https://www2.jpx.co.jp/disc/156A0/140120251027579327.pdf","generic_period|generic_topics_statement|generic_primary_evidence_count|generic_jpx_summary"
"157A","グリーンモンスター","Growth","サービス業","core","false","false","true","true","true","false","3","1","0","true","true","54","2025年6月期 通期決算説明資料(事業計画及び成長可能性に関する事項)","2025-08-14","https://www2.jpx.co.jp/disc/157A0/140120250814542608.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_primary_evidence_count|generic_jpx_summary"
"1605","INPEX","Prime","鉱業","core","false","true","true","true","false","false","4","4","0","true","false","84","「長期戦略と中期経営計画(INPEX Vision @2022)」の策定について","2022-02-09","https://www2.jpx.co.jp/disc/16050/140120220209584724.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"160A","アズパートナーズ","Standard","サービス業","core","false","false","true","false","true","false","5","4","0","true","true","31","2026年3月期 通期決算説明資料","2026-05-15","https://www2.jpx.co.jp/disc/160A0/140120260515536548.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1662","石油資源開発","Prime","鉱業","core","false","true","true","true","false","false","3","4","0","true","true","103","「JAPEX 経営計画2026-2035」の策定について","2026-04-22","https://www2.jpx.co.jp/disc/16620/140120260422508113.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1663","K&Oエナジーグループ","Prime","鉱業","core","false","true","true","true","false","false","5","4","0","true","true","102","「中期経営計画(中計2027)」の策定について","2024-11-12","https://www2.jpx.co.jp/disc/16630/140120241105511029.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"166A","タスキホールディングス","Prime","不動産業","core","false","true","true","true","false","false","5","5","0","true","true","109","事業計画及び成長可能性に関する事項について","2025-12-26","https://www2.jpx.co.jp/disc/166A0/140120251226527334.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"167A","リョーサン菱洋ホールディングス","Prime","卸売業","core","false","true","false","true","false","false","3","0","3","true","true","149","5ヶ年経営計画の骨子策定に関するお知らせ","2024-05-13","https://www2.jpx.co.jp/disc/167A0/140120240513591650.pdf",""
"168A","イタミアート","Growth","その他製品","core","false","true","true","true","false","false","4","4","0","true","true","107","事業計画及び成長可能性に関する事項","2026-04-27","https://www2.jpx.co.jp/disc/168A0/140120260427511580.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1711","SDSホールディングス","Standard","建設業","core","false","true","true","true","false","false","3","3","0","true","true","91","中期経営計画の数値目標の修正に関するお知らせ","2024-05-15","https://www2.jpx.co.jp/disc/17110/140120240515598939.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1716","第一カッター興業","Standard","建設業","core","false","true","true","true","false","false","3","5","0","true","true","95","中期経営計画策定に関するお知らせ","2024-12-16","https://www2.jpx.co.jp/disc/17160/140120241216539245.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1717","明豊ファシリティワークス","Standard","サービス業","core","false","false","true","false","true","false","3","4","0","true","true","23","2026年3月期決算短信〔日本基準〕(非連結)","2026-05-12","https://www2.jpx.co.jp/disc/17170/140120260512525806.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1718","美樹工業","Standard","建設業","core","false","true","true","true","false","false","3","3","0","true","true","92","中期経営計画策定に関するお知らせ","2024-07-02","https://www2.jpx.co.jp/disc/17180/140120240702543070.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1719","安藤・間","Prime","建設業","core","false","true","true","true","false","false","5","5","0","true","true","110","安藤ハザマグループ「中期経営計画2028」の策定に関するお知らせ","2026-03-30","https://www2.jpx.co.jp/disc/17190/140120260330592593.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1720","東急建設","Prime","建設業","core","false","true","true","true","false","false","3","4","0","true","true","103","「長期経営計画 “To zero, from zero.”」のローリングに関するお知らせ","2026-05-08","https://www2.jpx.co.jp/disc/17200/140120260508519406.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1721","コムシスホールディングス","Prime","建設業","core","false","false","false","false","true","false","0","0","5","true","true","81","2026年3月期 決算説明会資料・2030ビジョン","2026-05-14","https://svss.tv/admin/sv/chapter/file_999_1778824083898.pdf",""
"1723","日本電技","Standard","建設業","core","false","true","true","true","false","false","2","3","0","true","true","90","中期経営計画(財務目標)および長期経営指針(業績目標)の修正に関するお知らせ","2024-11-05","https://www2.jpx.co.jp/disc/17230/140120241030506763.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1724","シンクレイヤ","Standard","建設業","core","false","true","true","true","false","false","2","3","0","true","true","98","中期経営計画における数値目標の修正に関するお知らせ","2026-02-12","https://www2.jpx.co.jp/disc/17240/140120260212557499.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1736","オーテック","Standard","建設業","core","false","true","true","true","false","false","2","4","0","true","true","96","通期業績予想及び中期経営計画の修正に関するお知らせ","2025-11-10","https://www2.jpx.co.jp/disc/17360/140120251029581005.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"173A","ハンモック","Growth","情報・通信業","core","false","true","true","true","false","false","3","4","0","true","true","104","事業計画及び成長可能性に関する事項","2026-06-19","https://www2.jpx.co.jp/disc/173A0/140120260616571682.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1758","太洋基礎工業","Standard","建設業","core","false","true","true","true","false","false","4","5","0","true","true","100","中期経営計画第59期~第61期(2025年2月~2028年1月)の策定について","2025-03-14","https://www2.jpx.co.jp/disc/17580/140120250314593701.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"175A","Will Smart","Growth","情報・通信業","core","false","true","false","true","false","false","2","0","4","true","true","162","中期経営計画2030 Beyond 100(事業計画及び成長可能性に関する事項)","2026-03-25","https://ssl4.eir-parts.net/doc/175A/ir_material_for_fiscal_ym1/200999/00.pdf",""
"1762","高松コンストラクショングループ","Prime","建設業","core","false","true","true","true","false","false","5","5","0","true","true","105","中期経営計画の策定に関するお知らせ","2025-05-14","https://www2.jpx.co.jp/disc/17620/140120250514549373.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1764","工藤建設","Standard","建設業","core","false","true","true","true","false","false","3","4","0","true","true","92","中期経営計画の策定に関するお知らせ","2024-06-28","https://www2.jpx.co.jp/disc/17640/140120240627539959.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1766","東建コーポレーション","Prime","建設業","core","false","false","true","false","true","false","3","4","0","true","true","24","2026年4月期決算短信〔日本基準〕(連結)","2026-06-12","https://www2.jpx.co.jp/disc/17660/140120260612569613.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1768","ソネック","Standard","建設業","core","false","false","true","false","true","false","4","5","0","true","true","27","2026年3月期 決算短信〔日本基準〕(連結)","2026-05-08","https://www2.jpx.co.jp/disc/17680/140120260502517107.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
"1770","藤田エンジニアリング","Standard","建設業","core","false","false","true","false","true","false","4","4","0","true","true","27","2026年3月期 決算短信〔日本基準〕(連結)","2026-05-12","https://www2.jpx.co.jp/disc/17700/140120260427511858.pdf","generic_metric_confirmation|refer_to_original_for_definition|generic_period|generic_topics_statement|generic_page_evidence|automatic_extraction_not_comparable|generic_primary_evidence_count|generic_jpx_summary"
